"id","nombre_s","primer_apellido","segundo_apellido","tipo_de_voto","archivo","sentido_del_voto","numero_de_legislatura","numero_de_sesion_o_reunion","sesion_celebrada_y_el_tipo_de_la_misma","organismo","tipo_de_asunto_que_se_vota","titulo_del_asunto","hipervinculo_al_acta","nota","hipervinculo_al_dictamen","hipervinculo_al_documento","hipervinculo_al_acta_de_votacion","reunion"
"7","David","Orihuela","Nava","Votación nominal","72-IXe-CPCO-4-2018-290519.xlsx","A favor","LXIV","3","Tercera Reunión Plenaria","Comisión Ordinaria","Dictamen","Dictamen en Sentido Positivo a las iniciativas, en materia de Consulta Popular y Revocación de Mandato .",NA,"Se anexa en formato editable la lista de votación http://archivos.diputados.gob.mx/Transparencia/articulo72/IX/cpco/votaciones/CPCO-72-9e-LVP-CONSULTA-POPULAR-REVOCACIONDEMANDATO.docx",NA,NA,"http://www5.diputados.gob.mx/index.php/esl/content/download/133679/668371/file/CPCO-72-9e-DSNI-LVP-Consulta%20Popular%20y%20Revocac%C3%B3n%20de%20Mandato.pdf",0
"7","Lucio Ernesto","Palacios","Cordero","Votación nominal","72-IXe-CPCO-4-2018-290519.xlsx","A favor","LXIV","3","Tercera Reunión Plenaria","Comisión Ordinaria","Dictamen","Dictamen en Sentido Positivo a las iniciativas, en materia de Consulta Popular y Revocación de Mandato .",NA,"Se anexa en formato editable la lista de votación http://archivos.diputados.gob.mx/Transparencia/articulo72/IX/cpco/votaciones/CPCO-72-9e-LVP-CONSULTA-POPULAR-REVOCACIONDEMANDATO.docx",NA,NA,"http://www5.diputados.gob.mx/index.php/esl/content/download/133679/668371/file/CPCO-72-9e-DSNI-LVP-Consulta%20Popular%20y%20Revocac%C3%B3n%20de%20Mandato.pdf",0
"7","Paola","Tenorio","Adame","Votación nominal","72-IXe-CPCO-4-2018-290519.xlsx","A favor","LXIV","3","Tercera Reunión Plenaria","Comisión Ordinaria","Dictamen","Dictamen en Sentido Positivo a las iniciativas, en materia de Consulta Popular y Revocación de Mandato .",NA,"Se anexa en formato editable la lista de votación http://archivos.diputados.gob.mx/Transparencia/articulo72/IX/cpco/votaciones/CPCO-72-9e-LVP-CONSULTA-POPULAR-REVOCACIONDEMANDATO.docx",NA,NA,"http://www5.diputados.gob.mx/index.php/esl/content/download/133679/668371/file/CPCO-72-9e-DSNI-LVP-Consulta%20Popular%20y%20Revocac%C3%B3n%20de%20Mandato.pdf",0
"7","Alejandro","Viedma","Velázquez","Votación nominal","72-IXe-CPCO-4-2018-290519.xlsx","A favor","LXIV","3","Tercera Reunión Plenaria","Comisión Ordinaria","Dictamen","Dictamen en Sentido Positivo a las iniciativas, en materia de Consulta Popular y Revocación de Mandato .",NA,"Se anexa en formato editable la lista de votación http://archivos.diputados.gob.mx/Transparencia/articulo72/IX/cpco/votaciones/CPCO-72-9e-LVP-CONSULTA-POPULAR-REVOCACIONDEMANDATO.docx",NA,NA,"http://www5.diputados.gob.mx/index.php/esl/content/download/133679/668371/file/CPCO-72-9e-DSNI-LVP-Consulta%20Popular%20y%20Revocac%C3%B3n%20de%20Mandato.pdf",0
"7","Edgar","Guzmán","Valdéz","Votación nominal","72-IXe-CPCO-4-2018-290519.xlsx","A favor","LXIV","3","Tercera Reunión Plenaria","Comisión Ordinaria","Dictamen","Dictamen en Sentido Positivo a las iniciativas, en materia de Consulta Popular y Revocación de Mandato .",NA,"Se anexa en formato editable la lista de votación http://archivos.diputados.gob.mx/Transparencia/articulo72/IX/cpco/votaciones/CPCO-72-9e-LVP-CONSULTA-POPULAR-REVOCACIONDEMANDATO.docx",NA,NA,"http://www5.diputados.gob.mx/index.php/esl/content/download/133679/668371/file/CPCO-72-9e-DSNI-LVP-Consulta%20Popular%20y%20Revocac%C3%B3n%20de%20Mandato.pdf",0
"7","Ana Ruth","García","Grande","Votación nominal","72-IXe-CPCO-4-2018-290519.xlsx","A favor","LXIV","3","Tercera Reunión Plenaria","Comisión Ordinaria","Dictamen","Dictamen en Sentido Positivo a las iniciativas, en materia de Consulta Popular y Revocación de Mandato .",NA,"Se anexa en formato editable la lista de votación http://archivos.diputados.gob.mx/Transparencia/articulo72/IX/cpco/votaciones/CPCO-72-9e-LVP-CONSULTA-POPULAR-REVOCACIONDEMANDATO.docx",NA,NA,"http://www5.diputados.gob.mx/index.php/esl/content/download/133679/668371/file/CPCO-72-9e-DSNI-LVP-Consulta%20Popular%20y%20Revocac%C3%B3n%20de%20Mandato.pdf",0
"7","Miroslava","Carrillo","Martínez","Votación nominal","72-IXe-CPCO-4-2018-290519.xlsx","A favor","LXIV","3","Tercera Reunión Plenaria","Comisión Ordinaria","Dictamen","Dictamen en Sentido Positivo a las iniciativas, en materia de Consulta Popular y Revocación de Mandato .",NA,"Se anexa en formato editable la lista de votación http://archivos.diputados.gob.mx/Transparencia/articulo72/IX/cpco/votaciones/CPCO-72-9e-LVP-CONSULTA-POPULAR-REVOCACIONDEMANDATO.docx",NA,NA,"http://www5.diputados.gob.mx/index.php/esl/content/download/133679/668371/file/CPCO-72-9e-DSNI-LVP-Consulta%20Popular%20y%20Revocac%C3%B3n%20de%20Mandato.pdf",0
"7","Gustavo","Contreras","Montes","Votación nominal","72-IXe-CPCO-4-2018-290519.xlsx","A favor","LXIV","3","Tercera Reunión Plenaria","Comisión Ordinaria","Dictamen","Dictamen en Sentido Positivo a las iniciativas, en materia de Consulta Popular y Revocación de Mandato .",NA,"Se anexa en formato editable la lista de votación http://archivos.diputados.gob.mx/Transparencia/articulo72/IX/cpco/votaciones/CPCO-72-9e-LVP-CONSULTA-POPULAR-REVOCACIONDEMANDATO.docx",NA,NA,"http://www5.diputados.gob.mx/index.php/esl/content/download/133679/668371/file/CPCO-72-9e-DSNI-LVP-Consulta%20Popular%20y%20Revocac%C3%B3n%20de%20Mandato.pdf",0
"7","Horacio","Duarte","Olivares","Votación nominal","72-IXe-CPCO-4-2018-290519.xlsx","A favor","LXIV","3","Tercera Reunión Plenaria","Comisión Ordinaria","Dictamen","Dictamen en Sentido Positivo a las iniciativas, en materia de Consulta Popular y Revocación de Mandato .",NA,"Se anexa en formato editable la lista de votación http://archivos.diputados.gob.mx/Transparencia/articulo72/IX/cpco/votaciones/CPCO-72-9e-LVP-CONSULTA-POPULAR-REVOCACIONDEMANDATO.docx",NA,NA,"http://www5.diputados.gob.mx/index.php/esl/content/download/133679/668371/file/CPCO-72-9e-DSNI-LVP-Consulta%20Popular%20y%20Revocac%C3%B3n%20de%20Mandato.pdf",0
"7","Héctor Guillermo de Jesús","Jiménez y","Meneses","Votación nominal","72-IXe-CPCO-4-2018-290519.xlsx","A favor","LXIV","3","Tercera Reunión Plenaria","Comisión Ordinaria","Dictamen","Dictamen en Sentido Positivo a las iniciativas, en materia de Consulta Popular y Revocación de Mandato .",NA,"Se anexa en formato editable la lista de votación http://archivos.diputados.gob.mx/Transparencia/articulo72/IX/cpco/votaciones/CPCO-72-9e-LVP-CONSULTA-POPULAR-REVOCACIONDEMANDATO.docx",NA,NA,"http://www5.diputados.gob.mx/index.php/esl/content/download/133679/668371/file/CPCO-72-9e-DSNI-LVP-Consulta%20Popular%20y%20Revocac%C3%B3n%20de%20Mandato.pdf",0
"7","Esteban","Barajas","Barajas","Votación nominal","72-IXe-CPCO-4-2018-290519.xlsx","A favor","LXIV","3","Tercera Reunión Plenaria","Comisión Ordinaria","Dictamen","Dictamen en Sentido Positivo a las iniciativas, en materia de Consulta Popular y Revocación de Mandato .",NA,"Se anexa en formato editable la lista de votación http://archivos.diputados.gob.mx/Transparencia/articulo72/IX/cpco/votaciones/CPCO-72-9e-LVP-CONSULTA-POPULAR-REVOCACIONDEMANDATO.docx",NA,NA,"http://www5.diputados.gob.mx/index.php/esl/content/download/133679/668371/file/CPCO-72-9e-DSNI-LVP-Consulta%20Popular%20y%20Revocac%C3%B3n%20de%20Mandato.pdf",0
"7","Iván Arturo","Pérez","Negrón Ruíz","Votación nominal","72-IXe-CPCO-4-2018-290519.xlsx","A favor","LXIV","3","Tercera Reunión Plenaria","Comisión Ordinaria","Dictamen","Dictamen en Sentido Positivo a las iniciativas, en materia de Consulta Popular y Revocación de Mandato .",NA,"Se anexa en formato editable la lista de votación http://archivos.diputados.gob.mx/Transparencia/articulo72/IX/cpco/votaciones/CPCO-72-9e-LVP-CONSULTA-POPULAR-REVOCACIONDEMANDATO.docx",NA,NA,"http://www5.diputados.gob.mx/index.php/esl/content/download/133679/668371/file/CPCO-72-9e-DSNI-LVP-Consulta%20Popular%20y%20Revocac%C3%B3n%20de%20Mandato.pdf",0
"7","Silvano","Garay","Ulloa","Votación nominal","72-IXe-CPCO-4-2018-290519.xlsx","A favor","LXIV","3","Tercera Reunión Plenaria","Comisión Ordinaria","Dictamen","Dictamen en Sentido Positivo a las iniciativas, en materia de Consulta Popular y Revocación de Mandato .",NA,"Se anexa en formato editable la lista de votación http://archivos.diputados.gob.mx/Transparencia/articulo72/IX/cpco/votaciones/CPCO-72-9e-LVP-CONSULTA-POPULAR-REVOCACIONDEMANDATO.docx",NA,NA,"http://www5.diputados.gob.mx/index.php/esl/content/download/133679/668371/file/CPCO-72-9e-DSNI-LVP-Consulta%20Popular%20y%20Revocac%C3%B3n%20de%20Mandato.pdf",0
"7","Javier","Salinas","Narváes","Votación nominal","72-IXe-CPCO-4-2018-290519.xlsx","A favor","LXIV","3","Tercera Reunión Plenaria","Comisión Ordinaria","Dictamen","Dictamen en Sentido Positivo a las iniciativas, en materia de Consulta Popular y Revocación de Mandato .",NA,"Se anexa en formato editable la lista de votación http://archivos.diputados.gob.mx/Transparencia/articulo72/IX/cpco/votaciones/CPCO-72-9e-LVP-CONSULTA-POPULAR-REVOCACIONDEMANDATO.docx",NA,NA,"http://www5.diputados.gob.mx/index.php/esl/content/download/133679/668371/file/CPCO-72-9e-DSNI-LVP-Consulta%20Popular%20y%20Revocac%C3%B3n%20de%20Mandato.pdf",0
"7","Lidia","García","Anaya","Votación nominal","72-IXe-CPCO-4-2018-290519.xlsx","A favor","LXIV","3","Tercera Reunión Plenaria","Comisión Ordinaria","Dictamen","Dictamen en Sentido Positivo a las iniciativas, en materia de Consulta Popular y Revocación de Mandato .",NA,"Se anexa en formato editable la lista de votación http://archivos.diputados.gob.mx/Transparencia/articulo72/IX/cpco/votaciones/CPCO-72-9e-LVP-CONSULTA-POPULAR-REVOCACIONDEMANDATO.docx",NA,NA,"http://www5.diputados.gob.mx/index.php/esl/content/download/133679/668371/file/CPCO-72-9e-DSNI-LVP-Consulta%20Popular%20y%20Revocac%C3%B3n%20de%20Mandato.pdf",0
"7","Pablo","Gómez","Álvarez","Votación nominal","72-IXe-CPCO-4-2018-290519.xlsx","A favor","LXIV","3","Tercera Reunión Plenaria","Comisión Ordinaria","Dictamen","Dictamen en Sentido Positivo a las iniciativas, en materia de Consulta Popular y Revocación de Mandato .",NA,"Se anexa en formato editable la lista de votación http://archivos.diputados.gob.mx/Transparencia/articulo72/IX/cpco/votaciones/CPCO-72-9e-LVP-CONSULTA-POPULAR-REVOCACIONDEMANDATO.docx",NA,NA,"http://www5.diputados.gob.mx/index.php/esl/content/download/133679/668371/file/CPCO-72-9e-DSNI-LVP-Consulta%20Popular%20y%20Revocac%C3%B3n%20de%20Mandato.pdf",0
"7","Erasmo","González","Robledo","Votación nominal","72-IXe-CPCO-4-2018-290519.xlsx","A favor","LXIV","3","Tercera Reunión Plenaria","Comisión Ordinaria","Dictamen","Dictamen en Sentido Positivo a las iniciativas, en materia de Consulta Popular y Revocación de Mandato .",NA,"Se anexa en formato editable la lista de votación http://archivos.diputados.gob.mx/Transparencia/articulo72/IX/cpco/votaciones/CPCO-72-9e-LVP-CONSULTA-POPULAR-REVOCACIONDEMANDATO.docx",NA,NA,"http://www5.diputados.gob.mx/index.php/esl/content/download/133679/668371/file/CPCO-72-9e-DSNI-LVP-Consulta%20Popular%20y%20Revocac%C3%B3n%20de%20Mandato.pdf",0
"7","Flor Ivone","Morales","Medina","Votación nominal","72-IXe-CPCO-4-2018-290519.xlsx","A favor","LXIV","3","Tercera Reunión Plenaria","Comisión Ordinaria","Dictamen","Dictamen en Sentido Positivo a las iniciativas, en materia de Consulta Popular y Revocación de Mandato .",NA,"Se anexa en formato editable la lista de votación http://archivos.diputados.gob.mx/Transparencia/articulo72/IX/cpco/votaciones/CPCO-72-9e-LVP-CONSULTA-POPULAR-REVOCACIONDEMANDATO.docx",NA,NA,"http://www5.diputados.gob.mx/index.php/esl/content/download/133679/668371/file/CPCO-72-9e-DSNI-LVP-Consulta%20Popular%20y%20Revocac%C3%B3n%20de%20Mandato.pdf",0
"7","David","Orihuela","Nava","Votación nominal","72-IXe-CPCO-4-2018-290519.xlsx","A favor","LXIV","3","Tercera Reunión Plenaria","Comisión Ordinaria","Dictamen","Dictamen en Sentido Positivo a las iniciativas, en materia de Consulta Popular y Revocación de Mandato .",NA,"Se anexa en formato editable la lista de votación http://archivos.diputados.gob.mx/Transparencia/articulo72/IX/cpco/votaciones/CPCO-72-9e-LVP-CONSULTA-POPULAR-REVOCACIONDEMANDATO.docx",NA,NA,"http://www5.diputados.gob.mx/index.php/esl/content/download/133679/668371/file/CPCO-72-9e-DSNI-LVP-Consulta%20Popular%20y%20Revocac%C3%B3n%20de%20Mandato.pdf",0
"7","Lucio Ernesto","Palacios","Cordero","Votación nominal","72-IXe-CPCO-4-2018-290519.xlsx","A favor","LXIV","3","Tercera Reunión Plenaria","Comisión Ordinaria","Dictamen","Dictamen en Sentido Positivo a las iniciativas, en materia de Consulta Popular y Revocación de Mandato .",NA,"Se anexa en formato editable la lista de votación http://archivos.diputados.gob.mx/Transparencia/articulo72/IX/cpco/votaciones/CPCO-72-9e-LVP-CONSULTA-POPULAR-REVOCACIONDEMANDATO.docx",NA,NA,"http://www5.diputados.gob.mx/index.php/esl/content/download/133679/668371/file/CPCO-72-9e-DSNI-LVP-Consulta%20Popular%20y%20Revocac%C3%B3n%20de%20Mandato.pdf",0
"7","Paola","Tenorio","Adame","Votación nominal","72-IXe-CPCO-4-2018-290519.xlsx","A favor","LXIV","3","Tercera Reunión Plenaria","Comisión Ordinaria","Dictamen","Dictamen en Sentido Positivo a las iniciativas, en materia de Consulta Popular y Revocación de Mandato .",NA,"Se anexa en formato editable la lista de votación http://archivos.diputados.gob.mx/Transparencia/articulo72/IX/cpco/votaciones/CPCO-72-9e-LVP-CONSULTA-POPULAR-REVOCACIONDEMANDATO.docx",NA,NA,"http://www5.diputados.gob.mx/index.php/esl/content/download/133679/668371/file/CPCO-72-9e-DSNI-LVP-Consulta%20Popular%20y%20Revocac%C3%B3n%20de%20Mandato.pdf",0
"7","Alejandro","Viedma","Velázquez","Votación nominal","72-IXe-CPCO-4-2018-290519.xlsx","A favor","LXIV","3","Tercera Reunión Plenaria","Comisión Ordinaria","Dictamen","Dictamen en Sentido Positivo a las iniciativas, en materia de Consulta Popular y Revocación de Mandato .",NA,"Se anexa en formato editable la lista de votación http://archivos.diputados.gob.mx/Transparencia/articulo72/IX/cpco/votaciones/CPCO-72-9e-LVP-CONSULTA-POPULAR-REVOCACIONDEMANDATO.docx",NA,NA,"http://www5.diputados.gob.mx/index.php/esl/content/download/133679/668371/file/CPCO-72-9e-DSNI-LVP-Consulta%20Popular%20y%20Revocac%C3%B3n%20de%20Mandato.pdf",0
"7","Edgar","Guzmán","Valdéz","Votación nominal","72-IXe-CPCO-4-2018-290519.xlsx","A favor","LXIV","3","Tercera Reunión Plenaria","Comisión Ordinaria","Dictamen","Dictamen en Sentido Positivo a las iniciativas, en materia de Consulta Popular y Revocación de Mandato .",NA,"Se anexa en formato editable la lista de votación http://archivos.diputados.gob.mx/Transparencia/articulo72/IX/cpco/votaciones/CPCO-72-9e-LVP-CONSULTA-POPULAR-REVOCACIONDEMANDATO.docx",NA,NA,"http://www5.diputados.gob.mx/index.php/esl/content/download/133679/668371/file/CPCO-72-9e-DSNI-LVP-Consulta%20Popular%20y%20Revocac%C3%B3n%20de%20Mandato.pdf",0
"7","Ana Ruth","García","Grande","Votación nominal","72-IXe-CPCO-4-2018-290519.xlsx","A favor","LXIV","3","Tercera Reunión Plenaria","Comisión Ordinaria","Dictamen","Dictamen en Sentido Positivo a las iniciativas, en materia de Consulta Popular y Revocación de Mandato .",NA,"Se anexa en formato editable la lista de votación http://archivos.diputados.gob.mx/Transparencia/articulo72/IX/cpco/votaciones/CPCO-72-9e-LVP-CONSULTA-POPULAR-REVOCACIONDEMANDATO.docx",NA,NA,"http://www5.diputados.gob.mx/index.php/esl/content/download/133679/668371/file/CPCO-72-9e-DSNI-LVP-Consulta%20Popular%20y%20Revocac%C3%B3n%20de%20Mandato.pdf",0
"8","Javier","Salinas","Narváes","Votación nominal","72-IXe-CPCO-4-2018-290519.xlsx","A favor","LXIV","4","Cuarta Reunión Plenaria","Comisión Ordinaria","Acta","Acta de la Segunda Reunión Plenaria 20/11/2018",NA,"Se anexa en formato editable la lista de votación  http://archivos.diputados.gob.mx/Transparencia/articulo72/IX/cpco/votaciones/CPCO-72-9e-LVA-20-11-18.docx.",NA,NA,"http://www5.diputados.gob.mx/index.php/esl/content/download/135966/679476/file/CPCO-72-9e-DSNI-LV-ACTA2R.pdf",0
"8","Lidia","García","Anaya","Votación nominal","72-IXe-CPCO-4-2018-290519.xlsx","A favor","LXIV","4","Cuarta Reunión Plenaria","Comisión Ordinaria","Acta","Acta de la Segunda Reunión Plenaria 20/11/2018",NA,"Se anexa en formato editable la lista de votación  http://archivos.diputados.gob.mx/Transparencia/articulo72/IX/cpco/votaciones/CPCO-72-9e-LVA-20-11-18.docx.",NA,NA,"http://www5.diputados.gob.mx/index.php/esl/content/download/135966/679476/file/CPCO-72-9e-DSNI-LV-ACTA2R.pdf",0
"8","Pablo","Gómez","Álvarez","Votación nominal","72-IXe-CPCO-4-2018-290519.xlsx","A favor","LXIV","4","Cuarta Reunión Plenaria","Comisión Ordinaria","Acta","Acta de la Segunda Reunión Plenaria 20/11/2018",NA,"Se anexa en formato editable la lista de votación  http://archivos.diputados.gob.mx/Transparencia/articulo72/IX/cpco/votaciones/CPCO-72-9e-LVA-20-11-18.docx.",NA,NA,"http://www5.diputados.gob.mx/index.php/esl/content/download/135966/679476/file/CPCO-72-9e-DSNI-LV-ACTA2R.pdf",0
"8","Erasmo","González","Robledo","Votación nominal","72-IXe-CPCO-4-2018-290519.xlsx","A favor","LXIV","4","Cuarta Reunión Plenaria","Comisión Ordinaria","Acta","Acta de la Segunda Reunión Plenaria 20/11/2018",NA,"Se anexa en formato editable la lista de votación  http://archivos.diputados.gob.mx/Transparencia/articulo72/IX/cpco/votaciones/CPCO-72-9e-LVA-20-11-18.docx.",NA,NA,"http://www5.diputados.gob.mx/index.php/esl/content/download/135966/679476/file/CPCO-72-9e-DSNI-LV-ACTA2R.pdf",0
"8","María Beatríz","López","Chávez","Votación nominal","72-IXe-CPCO-4-2018-290519.xlsx","A favor","LXIV","4","Cuarta Reunión Plenaria","Comisión Ordinaria","Acta","Acta de la Segunda Reunión Plenaria 20/11/2018",NA,"Se anexa en formato editable la lista de votación  http://archivos.diputados.gob.mx/Transparencia/articulo72/IX/cpco/votaciones/CPCO-72-9e-LVA-20-11-18.docx.",NA,NA,"http://www5.diputados.gob.mx/index.php/esl/content/download/135966/679476/file/CPCO-72-9e-DSNI-LV-ACTA2R.pdf",0
"8","Flor Ivone","Morales","Medina","Votación nominal","72-IXe-CPCO-4-2018-290519.xlsx","A favor","LXIV","4","Cuarta Reunión Plenaria","Comisión Ordinaria","Acta","Acta de la Segunda Reunión Plenaria 20/11/2018",NA,"Se anexa en formato editable la lista de votación  http://archivos.diputados.gob.mx/Transparencia/articulo72/IX/cpco/votaciones/CPCO-72-9e-LVA-20-11-18.docx.",NA,NA,"http://www5.diputados.gob.mx/index.php/esl/content/download/135966/679476/file/CPCO-72-9e-DSNI-LV-ACTA2R.pdf",0
"8","David","Orihuela","Nava","Votación nominal","72-IXe-CPCO-4-2018-290519.xlsx","A favor","LXIV","4","Cuarta Reunión Plenaria","Comisión Ordinaria","Acta","Acta de la Segunda Reunión Plenaria 20/11/2018",NA,"Se anexa en formato editable la lista de votación  http://archivos.diputados.gob.mx/Transparencia/articulo72/IX/cpco/votaciones/CPCO-72-9e-LVA-20-11-18.docx.",NA,NA,"http://www5.diputados.gob.mx/index.php/esl/content/download/135966/679476/file/CPCO-72-9e-DSNI-LV-ACTA2R.pdf",0
"8","Lucio Ernesto","Palacios","Cordero","Votación nominal","72-IXe-CPCO-4-2018-290519.xlsx","A favor","LXIV","4","Cuarta Reunión Plenaria","Comisión Ordinaria","Acta","Acta de la Segunda Reunión Plenaria 20/11/2018",NA,"Se anexa en formato editable la lista de votación  http://archivos.diputados.gob.mx/Transparencia/articulo72/IX/cpco/votaciones/CPCO-72-9e-LVA-20-11-18.docx.",NA,NA,"http://www5.diputados.gob.mx/index.php/esl/content/download/135966/679476/file/CPCO-72-9e-DSNI-LV-ACTA2R.pdf",0
"8","Martha Patricia","Ramírez","Lucero","Votación nominal","72-IXe-CPCO-4-2018-290519.xlsx","A favor","LXIV","4","Cuarta Reunión Plenaria","Comisión Ordinaria","Acta","Acta de la Segunda Reunión Plenaria 20/11/2018",NA,"Se anexa en formato editable la lista de votación  http://archivos.diputados.gob.mx/Transparencia/articulo72/IX/cpco/votaciones/CPCO-72-9e-LVA-20-11-18.docx.",NA,NA,"http://www5.diputados.gob.mx/index.php/esl/content/download/135966/679476/file/CPCO-72-9e-DSNI-LV-ACTA2R.pdf",0
"8","Paola","Tenorio","Adame","Votación nominal","72-IXe-CPCO-4-2018-290519.xlsx","A favor","LXIV","4","Cuarta Reunión Plenaria","Comisión Ordinaria","Acta","Acta de la Segunda Reunión Plenaria 20/11/2018",NA,"Se anexa en formato editable la lista de votación  http://archivos.diputados.gob.mx/Transparencia/articulo72/IX/cpco/votaciones/CPCO-72-9e-LVA-20-11-18.docx.",NA,NA,"http://www5.diputados.gob.mx/index.php/esl/content/download/135966/679476/file/CPCO-72-9e-DSNI-LV-ACTA2R.pdf",0
"8","Rosalba","Valencia","Cruz","Votación nominal","72-IXe-CPCO-4-2018-290519.xlsx","A favor","LXIV","4","Cuarta Reunión Plenaria","Comisión Ordinaria","Acta","Acta de la Segunda Reunión Plenaria 20/11/2018",NA,"Se anexa en formato editable la lista de votación  http://archivos.diputados.gob.mx/Transparencia/articulo72/IX/cpco/votaciones/CPCO-72-9e-LVA-20-11-18.docx.",NA,NA,"http://www5.diputados.gob.mx/index.php/esl/content/download/135966/679476/file/CPCO-72-9e-DSNI-LV-ACTA2R.pdf",0
"8","Alejandro","Viedma","Velázquez","Votación nominal","72-IXe-CPCO-4-2018-290519.xlsx","A favor","LXIV","4","Cuarta Reunión Plenaria","Comisión Ordinaria","Acta","Acta de la Segunda Reunión Plenaria 20/11/2018",NA,"Se anexa en formato editable la lista de votación  http://archivos.diputados.gob.mx/Transparencia/articulo72/IX/cpco/votaciones/CPCO-72-9e-LVA-20-11-18.docx.",NA,NA,"http://www5.diputados.gob.mx/index.php/esl/content/download/135966/679476/file/CPCO-72-9e-DSNI-LV-ACTA2R.pdf",0
"8","Edgar","Guzmán","Valdéz","Votación nominal","72-IXe-CPCO-4-2018-290519.xlsx","A favor","LXIV","4","Cuarta Reunión Plenaria","Comisión Ordinaria","Acta","Acta de la Segunda Reunión Plenaria 20/11/2018",NA,"Se anexa en formato editable la lista de votación  http://archivos.diputados.gob.mx/Transparencia/articulo72/IX/cpco/votaciones/CPCO-72-9e-LVA-20-11-18.docx.",NA,NA,"http://www5.diputados.gob.mx/index.php/esl/content/download/135966/679476/file/CPCO-72-9e-DSNI-LV-ACTA2R.pdf",0
"8","Raúl","Gracia","Guzmán","Votación nominal","72-IXe-CPCO-4-2018-290519.xlsx","A favor","LXIV","4","Cuarta Reunión Plenaria","Comisión Ordinaria","Acta","Acta de la Segunda Reunión Plenaria 20/11/2018",NA,"Se anexa en formato editable la lista de votación  http://archivos.diputados.gob.mx/Transparencia/articulo72/IX/cpco/votaciones/CPCO-72-9e-LVA-20-11-18.docx.",NA,NA,"http://www5.diputados.gob.mx/index.php/esl/content/download/135966/679476/file/CPCO-72-9e-DSNI-LV-ACTA2R.pdf",0
"8","Ricardo","Villarreal","García","Votación nominal","72-IXe-CPCO-4-2018-290519.xlsx","A favor","LXIV","4","Cuarta Reunión Plenaria","Comisión Ordinaria","Acta","Acta de la Segunda Reunión Plenaria 20/11/2018",NA,"Se anexa en formato editable la lista de votación  http://archivos.diputados.gob.mx/Transparencia/articulo72/IX/cpco/votaciones/CPCO-72-9e-LVA-20-11-18.docx.",NA,NA,"http://www5.diputados.gob.mx/index.php/esl/content/download/135966/679476/file/CPCO-72-9e-DSNI-LV-ACTA2R.pdf",0
"8","Cruz Juvenal","Roa","Sánchez","Votación nominal","72-IXe-CPCO-4-2018-290519.xlsx","A favor","LXIV","4","Cuarta Reunión Plenaria","Comisión Ordinaria","Acta","Acta de la Segunda Reunión Plenaria 20/11/2018",NA,"Se anexa en formato editable la lista de votación  http://archivos.diputados.gob.mx/Transparencia/articulo72/IX/cpco/votaciones/CPCO-72-9e-LVA-20-11-18.docx.",NA,NA,"http://www5.diputados.gob.mx/index.php/esl/content/download/135966/679476/file/CPCO-72-9e-DSNI-LV-ACTA2R.pdf",0
"8","Esmeralda de los Ángeles","Moreno","Meina","Votación nominal","72-IXe-CPCO-4-2018-290519.xlsx","A favor","LXIV","4","Cuarta Reunión Plenaria","Comisión Ordinaria","Acta","Acta de la Segunda Reunión Plenaria 20/11/2018",NA,"Se anexa en formato editable la lista de votación  http://archivos.diputados.gob.mx/Transparencia/articulo72/IX/cpco/votaciones/CPCO-72-9e-LVA-20-11-18.docx.",NA,NA,"http://www5.diputados.gob.mx/index.php/esl/content/download/135966/679476/file/CPCO-72-9e-DSNI-LV-ACTA2R.pdf",0
"8","Ana Ruth","García","Grande","Votación nominal","72-IXe-CPCO-4-2018-290519.xlsx","Abstención","LXIV","4","Cuarta Reunión Plenaria","Comisión Ordinaria","Acta","Acta de la Segunda Reunión Plenaria 20/11/2018",NA,"Se anexa en formato editable la lista de votación  http://archivos.diputados.gob.mx/Transparencia/articulo72/IX/cpco/votaciones/CPCO-72-9e-LVA-20-11-18.docx.",NA,NA,"http://www5.diputados.gob.mx/index.php/esl/content/download/135966/679476/file/CPCO-72-9e-DSNI-LV-ACTA2R.pdf",0
"8","Martha Angélica","Tagle","Martínez","Votación nominal","72-IXe-CPCO-4-2018-290519.xlsx","A favor","LXIV","4","Cuarta Reunión Plenaria","Comisión Ordinaria","Acta","Acta de la Segunda Reunión Plenaria 20/11/2018",NA,"Se anexa en formato editable la lista de votación  http://archivos.diputados.gob.mx/Transparencia/articulo72/IX/cpco/votaciones/CPCO-72-9e-LVA-20-11-18.docx.",NA,NA,"http://www5.diputados.gob.mx/index.php/esl/content/download/135966/679476/file/CPCO-72-9e-DSNI-LV-ACTA2R.pdf",0
"8","Arturo","Escobar y","Vega","Votación nominal","72-IXe-CPCO-4-2018-290519.xlsx","A favor","LXIV","4","Cuarta Reunión Plenaria","Comisión Ordinaria","Acta","Acta de la Segunda Reunión Plenaria 20/11/2018",NA,"Se anexa en formato editable la lista de votación  http://archivos.diputados.gob.mx/Transparencia/articulo72/IX/cpco/votaciones/CPCO-72-9e-LVA-20-11-18.docx.",NA,NA,"http://www5.diputados.gob.mx/index.php/esl/content/download/135966/679476/file/CPCO-72-9e-DSNI-LV-ACTA2R.pdf",0
